Mode,Dept,Arr,Duration,Price,Company,Price_sort,Duration_min,added_arrival,Custom_weighting
Bus,2024-05-12 05:10:00,2024-05-12 11:15:00,6h 5m,$46.48,FlixBus US,46.48,365,2024-05-12 11:45:00,0.1108237943547916
Plane,2024-05-12 08:20:00,2024-05-12 14:30:00,6h 10m,$586,American Airlines,586.0,370,2024-05-12 15:30:00,0.6158824284430753
Bus,2024-05-12 02:05:00,2024-05-12 08:20:00,6h 15m,$43.48,Greyhound,43.48,375,2024-05-12 08:50:00,0.1108805031446541
Bus,2024-05-12 05:10:00,2024-05-12 11:30:00,6h 20m,$35.48,Greyhound,35.48,380,2024-05-12 12:00:00,0.104841250393811
Bus,2024-05-12 06:45:00,2024-05-12 13:15:00,6h 30m,$34.98,Greyhound,34.98,390,2024-05-12 13:45:00,0.1072316542397405
Plane,2024-05-12 05:00:00,2024-05-12 11:30:00,6h 30m,$504,American Airlines,504.0,390,2024-05-12 12:30:00,0.5450515163183627
Bus,2024-05-12 11:35:00,2024-05-12 18:05:00,6h 30m,$35.48,Greyhound,35.48,390,2024-05-12 18:35:00,0.1076983932509539
Bus,2024-05-12 12:10:00,2024-05-12 18:45:00,6h 35m,$37.98,FlixBus US,37.98,395,2024-05-12 19:15:00,0.1114606597355923
Plane,2024-05-12 09:50:00,2024-05-12 16:30:00,6h 40m,$586,American Airlines,586.0,400,2024-05-12 17:30:00,0.6244538570145038
Bus,2024-05-12 01:05:00,2024-05-12 07:45:00,6h 40m,$41.48,FlixBus US,41.48,400,2024-05-12 08:15:00,0.1161564042426576
Bus,2024-05-12 06:45:00,2024-05-12 13:30:00,6h 45m,$34.98,Greyhound,34.98,405,2024-05-12 14:00:00,0.1115173685254547
Plane,2024-05-12 08:20:00,2024-05-12 15:30:00,7h 10m,$647,American Airlines,647.0,430,2024-05-12 16:30:00,0.6899674449539679
Plane,2024-05-12 08:20:00,2024-05-12 16:30:00,8h 10m,$586,American Airlines,586.0,490,2024-05-12 17:30:00,0.6501681427287895
Plane,2024-05-12 08:20:00,2024-05-12 16:30:00,8h 10m,$586,American Airlines,586.0,490,2024-05-12 17:30:00,0.6501681427287895
Plane,2024-05-12 09:50:00,2024-05-12 18:27:00,8h 37m,$728,American Airlines,728.0,517,2024-05-12 19:27:00,0.7904363076276824
Plane,2024-05-12 07:00:00,2024-05-12 16:23:00,9h 23m,$559,American Airlines,559.0,563,2024-05-12 17:23:00,0.6458213789804086
Plane,2024-05-12 08:20:00,2024-05-12 18:27:00,10h 7m,$728,American Airlines,728.0,607,2024-05-12 19:27:00,0.816150593341968
Bus,2024-05-12 05:10:00,2024-05-12 15:35:00,10h 25m,$42.97,FlixBus US,42.97,625,2024-05-12 16:05:00,0.1818330007817878
Plane,2024-05-12 06:13:00,2024-05-12 17:09:00,10h 56m,$669,American Airlines,669.0,656,2024-05-12 18:09:00,0.7750753900187863
Plane,2024-05-12 07:00:00,2024-05-12 18:59:00,11h 59m,$524,American Airlines,524.0,719,2024-05-12 19:59:00,0.657721076766899
Plane,2024-05-12 07:00:00,2024-05-12 18:59:00,11h 59m,$524,American Airlines,524.0,719,2024-05-12 19:59:00,0.657721076766899
Plane,2024-05-12 18:59:00,2024-05-12 07:59:00,13h 0m,$872,Alaska Airlines,872.0,780,2024-05-12 08:59:00,1.0
